Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Children,Education_Graduate,Education_Postgraduate,Education_Undergraduate,Living_With_Alone,Living_With_Partner
24480.0,46,3,3,0,4,7,0,0,45,503,102,1,0.0,0.0,1.0,0.0,1.0
51369.0,84,2,8,2,4,8,0,0,50,612,576,1,1.0,0.0,0.0,0.0,1.0
37760.0,20,2,4,1,6,7,0,0,80,667,317,0,1.0,0.0,0.0,0.0,1.0
65640.0,74,1,5,1,8,2,0,0,52,120,461,1,0.0,1.0,0.0,0.0,1.0
44319.0,18,2,2,0,3,5,0,0,51,73,37,2,0.0,1.0,0.0,0.0,1.0
30631.0,75,1,3,1,2,7,0,0,52,352,70,1,1.0,0.0,0.0,0.0,1.0
75278.0,17,1,6,3,13,3,0,0,74,516,930,0,1.0,0.0,0.0,0.0,1.0
50898.0,88,13,6,2,12,5,0,0,70,537,859,2,0.0,1.0,0.0,0.0,1.0
79946.0,19,1,5,11,5,3,0,0,60,48,1478,0,1.0,0.0,0.0,1.0,0.0
35416.0,62,3,7,1,5,8,0,0,77,381,390,0,0.0,1.0,0.0,1.0,0.0
32414.0,11,1,1,0,3,7,0,0,42,360,52,0,0.0,0.0,1.0,0.0,1.0
38361.0,74,3,3,1,3,7,0,0,57,184,137,1,1.0,0.0,0.0,0.0,1.0
82497.0,32,1,2,7,9,4,0,0,46,606,1919,0,1.0,0.0,0.0,0.0,1.0
16626.0,76,3,3,0,3,9,0,0,55,165,68,2,1.0,0.0,0.0,0.0,1.0
29672.0,6,1,0,0,3,6,0,0,61,474,25,2,1.0,0.0,0.0,0.0,1.0
55951.0,62,3,3,6,11,8,0,0,74,675,1374,1,0.0,1.0,0.0,0.0,1.0
35388.0,20,1,1,0,3,7,0,0,38,479,32,1,0.0,0.0,1.0,1.0,0.0
42386.0,43,1,3,0,3,8,0,0,40,532,100,1,0.0,1.0,0.0,0.0,1.0
68627.0,45,1,2,3,6,1,0,0,44,533,825,0,1.0,0.0,0.0,1.0,0.0
57912.0,34,5,8,3,12,5,0,0,61,104,916,1,0.0,1.0,0.0,1.0,0.0
35246.0,53,4,3,1,3,5,0,0,68,74,62,2,1.0,0.0,0.0,1.0,0.0
58821.0,44,1,9,2,9,6,0,0,70,260,728,1,0.0,0.0,1.0,0.0,1.0
46377.0,89,1,2,1,3,4,0,0,48,120,90,1,0.0,1.0,0.0,0.0,1.0
39747.0,43,3,5,1,4,8,0,0,38,77,273,1,1.0,0.0,0.0,1.0,0.0
23976.0,68,3,3,1,3,7,0,0,42,184,66,1,1.0,0.0,0.0,0.0,1.0
80950.0,44,1,6,7,9,2,0,0,65,458,1213,0,0.0,1.0,0.0,0.0,1.0
27038.0,64,1,3,0,3,9,0,1,60,649,107,0,1.0,0.0,0.0,1.0,0.0
77457.0,85,1,2,5,10,1,0,0,79,116,1157,0,1.0,0.0,0.0,1.0,0.0
64100.0,93,1,8,3,6,7,0,0,62,292,546,1,0.0,1.0,0.0,0.0,1.0
42670.0,12,1,4,2,4,4,0,0,34,428,241,0,0.0,1.0,0.0,0.0,1.0
12571.0,86,4,3,1,3,6,0,0,50,162,53,1,1.0,0.0,0.0,1.0,0.0
22574.0,28,2,2,0,3,7,0,0,59,244,37,3,1.0,0.0,0.0,0.0,1.0
51381.5,69,1,6,5,12,3,0,0,37,391,1611,0,1.0,0.0,0.0,0.0,1.0
70893.0,42,1,6,6,10,3,0,0,50,508,1508,0,0.0,1.0,0.0,1.0,0.0
54198.0,13,6,3,1,6,4,0,0,60,194,235,2,1.0,0.0,0.0,0.0,1.0
28839.0,86,2,2,0,3,5,0,0,70,110,32,2,0.0,1.0,0.0,0.0,1.0
40321.0,59,2,3,0,3,7,0,0,54,335,102,2,1.0,0.0,0.0,0.0,1.0
66503.0,30,2,4,3,6,3,0,0,41,684,401,1,1.0,0.0,0.0,1.0,0.0
30833.0,33,2,1,0,3,5,0,0,75,348,28,2,1.0,0.0,0.0,0.0,1.0
51381.5,67,6,2,3,10,7,0,0,56,310,1052,3,1.0,0.0,0.0,1.0,0.0
64795.0,23,3,3,3,12,2,0,0,55,528,680,1,1.0,0.0,0.0,0.0,1.0
34421.0,81,1,1,0,2,7,0,0,52,363,30,1,1.0,0.0,0.0,0.0,1.0
47025.0,6,1,1,0,2,7,0,0,61,140,20,2,0.0,1.0,0.0,1.0,0.0
64325.0,41,5,10,3,5,7,0,0,65,507,1307,1,0.0,1.0,0.0,1.0,0.0
40464.0,78,6,8,2,8,8,0,0,73,534,630,1,1.0,0.0,0.0,1.0,0.0
62187.0,49,1,4,8,5,3,0,0,69,359,1283,0,1.0,0.0,0.0,0.0,1.0
14849.0,39,3,2,0,4,8,0,0,50,362,65,1,0.0,1.0,0.0,1.0,0.0
27255.0,3,1,1,0,3,7,0,0,42,234,37,1,1.0,0.0,0.0,0.0,1.0
54432.0,37,1,1,0,3,4,0,0,76,416,38,3,0.0,1.0,0.0,0.0,1.0
29999.0,22,4,3,1,4,8,0,0,40,501,160,1,0.0,1.0,0.0,1.0,0.0
24072.0,79,1,1,0,2,8,0,0,43,439,23,1,1.0,0.0,0.0,1.0,0.0
33996.0,46,1,1,1,3,4,0,0,37,291,71,0,0.0,1.0,0.0,1.0,0.0
66334.0,82,2,9,3,5,5,0,1,70,452,1161,1,0.0,1.0,0.0,0.0,1.0
35178.0,10,1,1,1,2,7,0,1,55,535,59,1,0.0,1.0,0.0,0.0,1.0
22010.0,51,2,2,0,3,8,0,0,43,364,33,1,1.0,0.0,0.0,0.0,1.0
62204.0,38,1,4,5,12,3,0,0,66,655,946,2,1.0,0.0,0.0,1.0,0.0
75693.0,10,1,11,4,6,4,0,1,58,570,1442,0,1.0,0.0,0.0,1.0,0.0
30675.0,14,1,1,0,3,8,0,0,54,594,62,1,1.0,0.0,0.0,0.0,1.0
83003.0,18,1,7,6,8,3,0,1,61,483,1674,0,1.0,0.0,0.0,0.0,1.0
68655.0,95,1,4,5,11,3,0,0,38,688,1538,0,1.0,0.0,0.0,1.0,0.0
41411.0,11,1,2,1,4,6,0,0,40,204,139,0,1.0,0.0,0.0,1.0,0.0
55212.0,65,3,4,2,11,8,0,0,57,583,1182,1,0.0,1.0,0.0,0.0,1.0
59292.0,71,2,3,5,8,3,0,0,76,381,507,1,0.0,1.0,0.0,0.0,1.0
27190.0,13,1,1,0,2,8,0,1,53,318,18,1,0.0,0.0,1.0,0.0,1.0
82623.0,58,1,2,9,4,1,0,0,74,231,940,0,1.0,0.0,0.0,1.0,0.0
44300.0,65,2,1,0,3,6,0,0,61,371,42,2,1.0,0.0,0.0,0.0,1.0
84835.0,0,1,4,4,6,1,0,1,56,13,1190,0,1.0,0.0,0.0,1.0,0.0
30372.0,33,3,2,0,3,7,0,0,55,551,44,2,1.0,0.0,0.0,1.0,0.0
33181.0,90,1,1,0,2,6,0,0,50,177,16,1,0.0,1.0,0.0,0.0,1.0
71113.0,95,4,6,7,9,4,0,0,69,194,835,1,1.0,0.0,0.0,0.0,1.0
71952.0,93,2,8,4,8,4,0,0,40,535,1443,1,1.0,0.0,0.0,0.0,1.0
69759.0,38,3,4,6,5,3,0,1,60,244,1029,0,0.0,1.0,0.0,1.0,0.0
72099.0,18,1,3,4,10,1,0,0,52,610,1188,0,1.0,0.0,0.0,0.0,1.0
60000.0,57,5,11,3,5,6,0,0,50,554,1277,1,0.0,1.0,0.0,1.0,0.0
38643.0,45,2,2,0,3,7,1,0,48,212,49,2,1.0,0.0,0.0,1.0,0.0
50737.0,61,1,2,0,4,6,0,0,71,414,99,1,1.0,0.0,0.0,0.0,1.0
68462.0,6,1,3,3,8,1,0,0,57,564,1670,0,0.0,1.0,0.0,0.0,1.0
65073.0,65,1,5,3,5,2,1,0,83,313,900,0,0.0,1.0,0.0,0.0,1.0
46681.0,52,2,4,6,4,5,0,0,78,264,425,2,0.0,1.0,0.0,0.0,1.0
78618.0,87,1,4,7,10,2,0,0,69,639,2153,0,1.0,0.0,0.0,0.0,1.0
62187.0,38,3,6,2,10,4,0,0,57,99,636,1,0.0,1.0,0.0,1.0,0.0
28442.0,53,3,2,1,4,4,0,0,48,125,57,2,1.0,0.0,0.0,0.0,1.0
37717.0,31,1,1,0,2,9,0,0,48,583,25,1,0.0,1.0,0.0,0.0,1.0
51479.0,67,7,6,3,6,7,0,0,59,548,494,2,1.0,0.0,0.0,0.0,1.0
54803.0,65,2,6,2,9,4,0,0,57,677,693,1,1.0,0.0,0.0,1.0,0.0
79530.0,64,1,4,10,11,2,0,0,66,408,1348,0,1.0,0.0,0.0,0.0,1.0
31615.0,82,2,2,0,3,7,0,0,50,470,51,1,1.0,0.0,0.0,1.0,0.0
72025.0,27,1,4,3,8,3,0,0,64,589,1932,0,1.0,0.0,0.0,0.0,1.0
52614.0,63,2,2,4,8,8,0,0,51,575,990,1,0.0,1.0,0.0,1.0,0.0
35684.0,66,1,1,0,3,6,0,0,42,68,30,1,0.0,0.0,1.0,0.0,1.0
48178.0,69,6,5,1,4,8,0,0,51,609,254,2,1.0,0.0,0.0,0.0,1.0
29548.0,52,1,1,1,2,4,0,0,56,304,29,1,0.0,1.0,0.0,1.0,0.0
63810.0,45,4,4,3,12,8,0,0,60,595,1371,1,1.0,0.0,0.0,1.0,0.0
38578.0,2,3,3,0,3,8,0,1,54,372,73,2,0.0,1.0,0.0,1.0,0.0
46098.0,86,4,3,2,2,8,0,0,51,680,120,2,0.0,1.0,0.0,1.0,0.0
22585.0,23,1,1,1,2,9,0,1,56,468,81,0,1.0,0.0,0.0,1.0,0.0
30279.0,13,1,1,0,3,8,0,0,37,546,37,1,1.0,0.0,0.0,1.0,0.0
66426.0,14,2,3,5,10,6,0,0,65,270,1377,1,0.0,1.0,0.0,0.0,1.0
30822.0,92,1,1,0,3,7,0,0,57,380,51,1,1.0,0.0,0.0,1.0,0.0
33581.0,38,1,1,0,2,8,0,0,57,537,17,2,0.0,1.0,0.0,0.0,1.0
19986.0,74,1,0,0,3,7,0,0,41,227,22,1,1.0,0.0,0.0,0.0,1.0
27421.0,14,3,4,1,6,7,0,0,72,564,324,0,1.0,0.0,0.0,1.0,0.0
35688.0,94,7,4,1,4,8,0,0,53,676,211,3,0.0,0.0,1.0,0.0,1.0
36143.0,33,1,0,1,2,3,0,0,45,91,19,1,0.0,1.0,0.0,1.0,0.0
10245.0,32,3,1,2,2,5,0,0,55,410,41,1,1.0,0.0,0.0,1.0,0.0
43795.0,11,3,7,3,4,7,0,1,58,256,492,1,0.0,1.0,0.0,0.0,1.0
63381.0,78,4,4,5,13,2,0,0,66,632,1005,1,1.0,0.0,0.0,0.0,1.0
38823.0,56,1,2,1,3,6,0,0,77,668,114,1,1.0,0.0,0.0,0.0,1.0
83664.0,57,3,2,2,12,5,0,0,58,417,1173,2,0.0,1.0,0.0,1.0,0.0
90300.0,7,0,5,6,8,1,0,0,47,177,1738,0,1.0,0.0,0.0,0.0,1.0
62499.0,0,2,3,1,6,4,0,0,47,202,222,1,0.0,1.0,0.0,0.0,1.0
74293.0,66,1,5,4,6,2,0,0,33,56,1127,0,1.0,0.0,0.0,1.0,0.0
51012.0,86,1,4,1,4,6,0,0,80,437,209,0,0.0,1.0,0.0,0.0,1.0
70777.0,80,3,5,3,12,3,0,0,58,124,787,1,0.0,1.0,0.0,0.0,1.0
68682.0,56,1,4,9,10,2,0,0,35,266,1598,0,0.0,1.0,0.0,0.0,1.0
43824.0,18,4,3,1,4,8,0,0,55,652,186,2,1.0,0.0,0.0,0.0,1.0
15345.0,51,2,1,1,2,8,0,1,42,667,47,1,1.0,0.0,0.0,0.0,1.0
23442.0,71,1,1,0,3,7,0,0,39,552,27,1,1.0,0.0,0.0,1.0,0.0
14515.0,71,4,2,2,3,7,0,1,46,597,96,1,0.0,0.0,1.0,0.0,1.0
31395.0,80,4,2,1,3,6,0,0,70,463,64,2,0.0,0.0,1.0,1.0,0.0
75276.0,2,1,9,4,9,5,0,0,61,640,1040,0,1.0,0.0,0.0,0.0,1.0
42373.0,83,5,2,1,5,5,0,0,52,318,163,2,1.0,0.0,0.0,1.0,0.0
30507.0,29,1,5,1,4,7,0,0,66,475,343,0,1.0,0.0,0.0,0.0,1.0
55521.0,11,9,6,3,6,7,0,1,71,250,446,3,0.0,1.0,0.0,1.0,0.0
48006.0,55,1,1,0,3,6,0,0,61,20,41,2,1.0,0.0,0.0,0.0,1.0
27213.0,19,3,2,0,4,8,0,1,54,668,70,1,0.0,1.0,0.0,1.0,0.0
65808.0,1,3,5,1,5,6,0,0,55,30,272,2,0.0,1.0,0.0,1.0,0.0
30351.0,19,1,3,0,2,9,0,0,52,388,46,1,0.0,1.0,0.0,0.0,1.0
50437.0,28,3,7,1,8,7,0,0,63,620,490,2,1.0,0.0,0.0,0.0,1.0
23616.0,76,2,3,0,3,8,0,1,44,589,79,1,0.0,0.0,1.0,1.0,0.0
53858.0,50,4,4,3,6,4,0,0,50,597,915,1,1.0,0.0,0.0,0.0,1.0
66465.0,1,3,11,9,12,6,0,0,71,456,1485,1,0.0,1.0,0.0,0.0,1.0
46923.0,90,3,5,1,7,7,0,0,39,676,369,1,1.0,0.0,0.0,1.0,0.0
75072.0,83,2,5,4,8,3,0,0,64,522,1073,1,1.0,0.0,0.0,0.0,1.0
75865.0,73,1,3,5,10,1,0,0,83,90,1242,0,0.0,1.0,0.0,0.0,1.0
19789.0,24,3,2,1,3,5,0,0,51,221,78,1,0.0,0.0,1.0,0.0,1.0
80134.0,11,1,2,7,11,5,0,0,32,135,1378,0,1.0,0.0,0.0,0.0,1.0
91065.0,33,1,7,9,9,3,0,1,45,492,1474,0,1.0,0.0,0.0,1.0,0.0
49505.0,4,9,10,2,8,8,0,0,55,481,751,2,0.0,1.0,0.0,0.0,1.0
37401.0,14,2,2,0,3,7,0,0,53,54,48,1,0.0,1.0,0.0,0.0,1.0
30096.0,30,1,2,0,3,6,0,0,43,38,45,1,1.0,0.0,0.0,0.0,1.0
18492.0,75,1,1,0,2,8,0,0,44,24,10,1,0.0,1.0,0.0,0.0,1.0
82584.0,26,1,3,4,8,1,0,1,52,390,1435,0,0.0,1.0,0.0,0.0,1.0
93027.0,77,0,7,10,5,2,0,0,85,442,2119,0,0.0,1.0,0.0,0.0,1.0
48686.0,8,1,1,0,2,8,0,0,73,207,20,3,1.0,0.0,0.0,0.0,1.0
92910.0,42,1,6,7,13,1,0,0,40,66,1795,0,1.0,0.0,0.0,0.0,1.0
75433.0,28,2,2,5,10,6,0,0,37,85,1188,1,1.0,0.0,0.0,0.0,1.0
10404.0,52,2,1,0,4,5,0,0,37,56,43,1,0.0,0.0,1.0,0.0,1.0
61314.0,1,2,5,5,12,3,0,0,58,430,1008,1,1.0,0.0,0.0,0.0,1.0
84865.0,1,1,2,4,9,4,0,1,65,416,1688,0,0.0,1.0,0.0,1.0,0.0
42387.0,42,5,8,1,7,8,0,0,37,608,684,1,1.0,0.0,0.0,0.0,1.0
67309.0,76,15,9,6,9,7,0,0,59,522,1082,2,0.0,0.0,1.0,0.0,1.0
75236.0,27,1,8,3,13,4,0,0,62,216,1068,1,1.0,0.0,0.0,0.0,1.0
30015.0,28,2,1,0,4,5,0,0,56,147,57,1,1.0,0.0,0.0,1.0,0.0
50943.0,49,1,1,0,3,5,0,0,70,373,46,1,0.0,1.0,0.0,0.0,1.0
67272.0,12,3,6,2,12,5,0,0,60,190,733,1,1.0,0.0,0.0,1.0,0.0
51529.0,14,2,9,1,5,8,0,0,77,295,467,1,0.0,1.0,0.0,1.0,0.0
32011.0,89,3,2,1,4,7,0,0,55,311,122,1,0.0,1.0,0.0,0.0,1.0
7500.0,96,2,2,0,3,8,0,0,40,507,36,1,0.0,0.0,1.0,0.0,1.0
28691.0,56,1,1,0,3,8,0,0,37,360,34,1,1.0,0.0,0.0,0.0,1.0
56223.0,72,2,2,1,5,4,0,0,78,191,156,1,0.0,1.0,0.0,0.0,1.0
18100.0,14,1,0,0,3,5,0,0,80,327,14,0,1.0,0.0,0.0,0.0,1.0
30279.0,13,1,1,0,3,8,0,0,37,546,37,1,1.0,0.0,0.0,1.0,0.0
20130.0,99,1,1,0,3,8,0,0,52,104,34,0,0.0,0.0,1.0,0.0,1.0
23295.0,72,1,1,0,2,8,0,0,67,351,20,0,1.0,0.0,0.0,1.0,0.0
42618.0,92,2,5,0,4,8,0,0,54,263,192,1,0.0,1.0,0.0,1.0,0.0
81246.0,87,1,4,5,7,1,0,0,62,182,1379,0,1.0,0.0,0.0,1.0,0.0
24027.0,7,2,2,0,3,8,0,0,50,385,48,1,1.0,0.0,0.0,0.0,1.0
55707.0,91,2,3,2,9,3,0,0,73,189,428,1,0.0,1.0,0.0,0.0,1.0
57959.0,71,5,4,7,11,3,0,0,71,423,868,1,1.0,0.0,0.0,1.0,0.0
56796.0,24,3,8,9,7,7,0,0,57,498,1001,1,1.0,0.0,0.0,0.0,1.0
36230.0,17,1,2,0,4,5,0,0,55,255,59,1,0.0,1.0,0.0,1.0,0.0
70829.0,87,2,4,2,8,3,0,0,46,210,431,2,0.0,0.0,1.0,0.0,1.0
65991.0,21,3,9,5,10,7,0,0,50,660,971,1,1.0,0.0,0.0,0.0,1.0
38988.0,90,7,5,1,6,8,0,0,54,678,348,3,1.0,0.0,0.0,0.0,1.0
89572.0,44,1,7,7,9,4,0,1,60,652,2059,0,0.0,0.0,1.0,1.0,0.0
42207.0,71,4,4,1,5,6,0,1,42,454,265,1,0.0,1.0,0.0,0.0,1.0
50300.0,52,2,2,1,8,2,0,0,74,35,270,1,1.0,0.0,0.0,0.0,1.0
66664.0,78,1,5,7,6,3,0,0,44,642,1289,0,0.0,0.0,1.0,0.0,1.0
60597.0,2,4,2,2,8,7,0,1,62,179,893,1,1.0,0.0,0.0,0.0,1.0
70165.0,60,1,3,7,11,1,0,0,77,280,926,0,1.0,0.0,0.0,1.0,0.0
50520.0,25,2,3,1,3,6,0,0,68,152,135,1,0.0,1.0,0.0,1.0,0.0
80124.0,47,1,3,7,8,1,0,0,63,3,1495,0,1.0,0.0,0.0,0.0,1.0
33183.0,46,2,4,0,3,7,0,0,51,125,120,1,1.0,0.0,0.0,0.0,1.0
66582.0,83,1,2,8,9,1,0,0,57,118,1288,0,0.0,1.0,0.0,1.0,0.0
75261.0,17,1,5,6,5,2,0,1,71,432,1743,0,0.0,1.0,0.0,0.0,1.0
31880.0,13,1,1,0,2,8,0,0,56,606,15,1,1.0,0.0,0.0,1.0,0.0
53790.0,86,3,7,2,8,6,0,0,75,115,542,2,1.0,0.0,0.0,0.0,1.0
49269.0,92,3,7,3,12,7,0,0,55,683,890,1,0.0,1.0,0.0,0.0,1.0
61456.0,47,4,6,10,13,4,0,0,51,459,1388,1,1.0,0.0,0.0,0.0,1.0
37406.0,18,1,1,0,2,8,0,1,46,262,17,1,1.0,0.0,0.0,0.0,1.0
56937.0,81,7,8,6,9,6,0,1,45,694,906,1,0.0,1.0,0.0,0.0,1.0
38415.0,91,2,1,0,3,7,0,0,48,543,44,2,1.0,0.0,0.0,0.0,1.0
20518.0,58,1,1,1,2,5,0,0,38,42,25,1,1.0,0.0,0.0,1.0,0.0
62503.0,40,4,8,3,11,5,0,0,70,496,973,1,1.0,0.0,0.0,0.0,1.0
41644.0,67,2,1,0,3,3,0,0,54,51,31,2,0.0,1.0,0.0,1.0,0.0
55842.0,19,1,7,1,8,5,0,0,49,37,518,1,0.0,1.0,0.0,0.0,1.0
62010.0,93,4,6,2,7,5,0,0,54,614,530,1,0.0,1.0,0.0,0.0,1.0
41124.0,41,7,7,3,4,8,0,0,49,606,506,1,1.0,0.0,0.0,0.0,1.0
38961.0,60,1,2,1,2,7,0,0,53,181,70,1,0.0,1.0,0.0,0.0,1.0
37760.0,54,1,2,0,3,6,0,0,54,322,54,1,0.0,1.0,0.0,1.0,0.0
32233.0,26,2,6,2,2,9,0,1,52,679,296,1,1.0,0.0,0.0,1.0,0.0
43057.0,30,4,4,2,5,5,0,0,51,242,266,1,1.0,0.0,0.0,0.0,1.0
83151.0,93,1,5,9,4,3,0,0,66,627,747,0,0.0,1.0,0.0,0.0,1.0
78825.0,35,1,5,10,13,3,0,1,62,653,895,0,0.0,1.0,0.0,1.0,0.0
65104.0,4,2,3,5,7,7,0,0,50,227,1053,1,0.0,1.0,0.0,0.0,1.0
60093.0,92,2,7,2,10,6,0,0,52,368,735,1,1.0,0.0,0.0,0.0,1.0
14045.0,24,1,1,0,3,7,0,0,57,154,20,1,1.0,0.0,0.0,0.0,1.0
28457.0,96,1,4,1,4,8,0,0,74,609,205,0,0.0,0.0,1.0,1.0,0.0
78952.0,11,2,2,5,12,6,0,0,68,643,2092,1,0.0,1.0,0.0,0.0,1.0
46310.0,99,2,6,1,5,8,0,0,50,573,309,1,1.0,0.0,0.0,1.0,0.0
76005.0,72,1,3,5,13,6,0,0,71,492,1722,0,1.0,0.0,0.0,0.0,1.0
58308.0,77,4,2,6,3,8,0,0,62,533,900,1,0.0,1.0,0.0,1.0,0.0
55614.0,85,1,9,4,6,7,0,0,82,214,682,0,0.0,1.0,0.0,1.0,0.0
59432.0,88,3,5,3,11,5,0,0,64,442,663,1,0.0,1.0,0.0,1.0,0.0
55563.0,22,1,2,0,3,3,0,0,48,85,43,1,1.0,0.0,0.0,1.0,0.0
78642.0,83,1,4,9,4,6,0,0,55,434,1816,1,0.0,1.0,0.0,0.0,1.0
67911.0,63,3,6,7,11,3,0,0,77,38,976,1,0.0,1.0,0.0,0.0,1.0
65275.0,9,1,4,3,13,2,0,0,82,452,746,0,1.0,0.0,0.0,0.0,1.0
27203.0,92,2,1,1,2,8,0,0,76,692,64,2,1.0,0.0,0.0,0.0,1.0
48330.0,2,1,1,0,3,5,0,0,65,226,32,1,0.0,1.0,0.0,0.0,1.0
24279.0,6,1,4,1,3,8,0,0,36,547,263,0,0.0,0.0,1.0,0.0,1.0
64355.0,66,2,4,3,12,8,0,0,41,674,1445,1,0.0,1.0,0.0,0.0,1.0
50943.0,49,1,1,0,3,5,0,0,70,373,46,1,0.0,1.0,0.0,0.0,1.0
53653.0,29,2,10,4,12,6,0,0,73,599,1210,0,1.0,0.0,0.0,1.0,0.0
65665.0,77,1,5,10,8,3,0,0,50,209,945,1,1.0,0.0,0.0,0.0,1.0
81217.0,77,1,3,7,11,1,0,0,37,345,1157,0,1.0,0.0,0.0,1.0,0.0
34935.0,71,1,2,1,4,7,0,0,34,373,137,0,1.0,0.0,0.0,0.0,1.0
61250.0,49,6,5,2,12,5,0,0,67,560,730,1,1.0,0.0,0.0,1.0,0.0
39665.0,97,3,4,2,3,7,0,0,45,400,216,1,0.0,1.0,0.0,0.0,1.0
60152.0,6,1,6,4,12,3,0,0,47,458,943,1,1.0,0.0,0.0,1.0,0.0
48920.0,93,3,6,2,5,7,0,0,62,252,347,2,1.0,0.0,0.0,0.0,1.0
89120.0,78,1,5,6,7,1,0,0,67,104,1924,0,0.0,1.0,0.0,0.0,1.0
44124.0,62,4,6,2,5,8,0,0,80,414,397,1,0.0,1.0,0.0,0.0,1.0
81169.0,47,1,5,7,9,2,0,0,51,441,2089,0,0.0,1.0,0.0,1.0,0.0
36443.0,9,4,3,1,3,8,0,0,65,511,138,2,1.0,0.0,0.0,0.0,1.0
26095.0,77,1,1,0,3,7,0,0,36,364,42,1,1.0,0.0,0.0,1.0,0.0
71367.0,24,1,4,5,7,2,0,0,67,310,777,0,1.0,0.0,0.0,0.0,1.0
80184.0,19,1,6,3,10,3,0,0,82,120,1902,0,0.0,1.0,0.0,0.0,1.0
30630.0,67,2,2,0,3,7,0,0,61,153,52,2,1.0,0.0,0.0,1.0,0.0
73454.0,95,1,2,4,6,5,0,0,39,120,1651,0,0.0,1.0,0.0,1.0,0.0
42691.0,48,1,5,1,6,5,0,0,35,317,358,0,1.0,0.0,0.0,0.0,1.0
70503.0,73,1,2,4,9,6,0,0,73,637,1727,0,1.0,0.0,0.0,0.0,1.0
25545.0,35,3,2,2,3,6,0,1,39,659,210,1,1.0,0.0,0.0,0.0,1.0
32880.0,76,1,1,0,3,8,0,0,40,572,42,1,1.0,0.0,0.0,0.0,1.0
77863.0,20,1,4,5,10,2,0,0,68,214,1291,0,0.0,1.0,0.0,0.0,1.0
50353.0,72,1,4,4,6,3,0,0,49,21,442,0,0.0,1.0,0.0,0.0,1.0
61839.0,20,1,4,8,4,8,0,0,62,686,1895,0,1.0,0.0,0.0,1.0,0.0
49154.0,69,6,4,1,8,6,0,0,66,238,411,2,0.0,1.0,0.0,0.0,1.0
47682.0,80,4,4,3,8,5,0,0,51,499,521,1,0.0,0.0,1.0,1.0,0.0
72679.0,65,1,4,7,5,1,0,0,57,284,1168,1,1.0,0.0,0.0,1.0,0.0
57954.0,52,7,8,2,6,7,0,0,49,11,493,2,0.0,1.0,0.0,0.0,1.0
65316.0,65,2,3,2,5,4,0,0,64,431,260,2,1.0,0.0,0.0,0.0,1.0
28567.0,57,2,2,0,3,6,0,0,44,377,46,1,1.0,0.0,0.0,1.0,0.0
47352.0,70,4,6,1,5,7,0,0,75,444,319,1,0.0,1.0,0.0,0.0,1.0
44931.0,0,1,2,1,3,5,0,0,59,162,96,1,1.0,0.0,0.0,0.0,1.0
76982.0,19,1,8,3,4,4,0,1,59,134,1062,0,1.0,0.0,0.0,1.0,0.0
57247.0,50,2,2,1,7,2,0,0,74,325,232,1,0.0,0.0,1.0,0.0,1.0
22944.0,67,3,3,0,3,7,0,0,45,188,76,1,0.0,1.0,0.0,1.0,0.0
25315.0,46,3,3,0,3,8,0,0,49,234,54,1,0.0,0.0,1.0,0.0,1.0
43638.0,37,2,4,1,4,7,0,0,57,692,201,1,1.0,0.0,0.0,1.0,0.0
42710.0,38,2,4,5,3,6,0,0,42,578,406,1,0.0,1.0,0.0,1.0,0.0
84169.0,9,1,7,6,6,3,0,1,44,326,1919,0,0.0,1.0,0.0,0.0,1.0
54058.0,56,2,4,6,8,3,0,0,50,390,662,1,1.0,0.0,0.0,0.0,1.0
24683.0,98,2,2,0,4,5,0,0,36,113,41,1,0.0,0.0,1.0,0.0,1.0
85620.0,68,1,3,6,4,1,0,1,62,173,1600,0,1.0,0.0,0.0,1.0,0.0
47850.0,72,1,3,0,4,6,0,0,46,208,134,1,1.0,0.0,0.0,0.0,1.0
19514.0,47,4,3,1,2,8,0,1,58,154,69,2,1.0,0.0,0.0,0.0,1.0
27159.0,33,2,1,0,3,6,0,0,53,92,21,2,0.0,1.0,0.0,0.0,1.0
39548.0,87,2,1,1,3,3,0,0,63,90,54,2,0.0,0.0,1.0,1.0,0.0
21474.0,0,2,3,1,2,7,0,1,37,82,91,1,1.0,0.0,0.0,1.0,0.0
60504.0,73,2,6,2,8,6,0,0,55,142,526,1,0.0,1.0,0.0,1.0,0.0
22419.0,74,1,3,2,2,8,0,0,63,437,162,0,1.0,0.0,0.0,0.0,1.0
81698.0,4,1,3,8,13,1,0,1,77,235,1008,0,0.0,1.0,0.0,0.0,1.0
43462.0,50,6,4,1,5,8,0,0,74,655,240,2,1.0,0.0,0.0,0.0,1.0
54880.0,57,2,6,2,11,5,0,0,48,485,795,1,0.0,1.0,0.0,1.0,0.0
79908.0,30,1,5,6,7,2,0,0,44,450,1772,0,1.0,0.0,0.0,0.0,1.0
15315.0,27,2,2,0,4,5,0,0,56,330,64,0,0.0,0.0,1.0,0.0,1.0
87771.0,61,1,5,10,4,6,0,1,67,403,1957,1,1.0,0.0,0.0,0.0,1.0
33039.0,4,1,2,0,4,5,0,0,48,293,78,1,1.0,0.0,0.0,0.0,1.0
81741.0,75,0,6,6,7,2,0,0,46,378,1572,0,1.0,0.0,0.0,1.0,0.0
